번호,등록번호,서명,저자,서명권차,총서명,저자기호,별치기호,분류기호,청구권차,복본기호,ISBN,딸림자료,출판사,출판년도,발행지,페이지,크기,가격,등록일
514,LHCGSL00514,토니오 크뢰거·트리스탄·베니스에서의 죽음,토마스 만 지음,,,세14ㅁ,,808,8,,9788937460081,,민음사,2019,,548 p,23 cm,15000,구매
515,LHCGSL00515,트라이브즈,세스 고딘 지음,,,고28ㅌ,,325.24,,,9791190224314,,시목(북로그컴퍼니),2020,,243 p,21 cm,15000,구매
516,LHCGSL00516,특별 주문 케이크,박자윤 글·그림,,,박72ㅌ,아,813.8,,,9788943314552,,보림,2022,,42 p,28 cm,15000,구매
517,LHCGSL00517,특별한 경험,보도 키르히호프 지음,,,키297ㅌ,,853,,,9791195894604,,붉은삼나무,2017,,278 p,20 cm,14000,구매
518,LHCGSL00518,파르마의 수도원.1,스탕달 지음,,,세14ㅁ,,808,48,,9788937460487,,민음사,2018,,379 p,23 cm,12000,구매
519,LHCGSL00519,파르마의 수도원.2,스탕달 지음,,,세14ㅁ,,808,49,,9788937460494,,민음사,2018,,387 p,23 cm,15000,구매
520,LHCGSL00520,파리대왕,윌리엄 골딩 지음,,,세14ㅁ,,808,19,,9788937460197,,민음사,2011,,327 p,23 cm,8500,구매
521,LHCGSL00521,파우스트.1,요한 볼프강 폰 괴테 [지음],,,세14ㅁ,,808,21,,9788937460210,,민음사,2011,,272 p,23 cm,9500,구매
522,LHCGSL00522,파우스트.2,요한 볼프강 폰 괴테 [지음],,,세14ㅁ,,808,22,,9788937460227,,민음사,2011,,412 p,23 cm,11000,구매
523,LHCGSL00523,파친코.1,이민진 지음,,,이38ㅍ,,843.6,1,,9791168340510,,인플루엔셜,2022,,388 p,21 cm,15800,구매
524,LHCGSL00524,파친코.2,이민진 지음,,,이38ㅍ,,843.6,2,,9791168340541,,인플루엔셜,2022,,380 p,21 cm,15800,구매
525,LHCGSL00525,파피용,베르나르 베르베르 지음,,,베297ㅍ,,863,,,9788932923864,,열린책들,2023,,440 p,21 cm,15800,구매
526,LHCGSL00526,페인트,이희영 지음,,,이97ㅍ,,813.7,,,9788936456894,,창비,2019,,201 p,21 cm,13000,구매
527,LHCGSL00527,포스트잇처럼 가볍게 살고 싶어,호사 글,,,호52ㅍ,,818,,,9788968332715,,허밍버드(백도씨),2020,,216 p,20 cm,14000,구매
528,LHCGSL00528,폭풍이 지나가고,댄 야카리노 글·그림,,,야872ㅍ,아,853,,,9791192148229,,다봄,2022,,[48] p,24 cm,14000,구매
529,LHCGSL00529,폴란드의 풍차,장 지오노 지음,,,세14ㅁ,,808,39,,9788937460395,,민음사,2000,,212 p,23 cm,10000,구매
530,LHCGSL00530,(하룻밤에 읽는)한국 근현대사,최용범,,,최65ㅎ,,911.06,,,9791196793524,,페이퍼로드,2019,,453 p,23 cm,16800,구매
531,LHCGSL00531,(하룻밤에 읽는)한국사,최용범 지음,,,최65ㅎ,,911,,,9791196793517,,페이퍼로드,2019,,435 p,23 cm,16800,구매
532,LHCGSL00532,하버드 회복탄력성 수업,게일 가젤 지음,,,가74ㅎ,,189.1,,,9791166815782,,현대지성,2021,,224 p,20 cm,16900,구매
533,LHCGSL00533,하얼빈,김훈 지음,,,김96ㅎ,,813.7,,,9788954699914,,문학동네,2022,,307 p,20 cm,16000,구매
534,LHCGSL00534,하쿠다 사진관,허태연 지음,,,허883ㅎ,,813.7,,,9791130692258,,놀(다산북스),2022,,395 p,20 cm,17000,구매
535,LHCGSL00535,한 게으른 시인의 이야기,최승자 지음,,,최57ㅎ,,814.7,,,9791191859133,,난다,2021,,192 p,19 cm,13000,구매
536,LHCGSL00536,한국단편문학선.1,김동인 외 지음,,,세14ㅁ,,808,10,,9788937460104,,민음사,2011,,413 p,23 cm,12000,구매
537,LHCGSL00537,한국단편문학선.2,김동리 외 지음,,,세14ㅁ,,808,20,,9788937460203,,민음사,2011,,385 p,23 cm,11000,구매
538,LHCGSL00538,한글 품은 한옥,김도영 글·그림,,,김25ㅎ,아,813.8,,,9791164633296,,발견(키즈엠),2022,,36 p,28 cm,13000,구매
539,LHCGSL00539,할머니의 여름휴가,안녕달 지음,,,안194ㅎ,아,813.8,,,9788936454951,,창비,2016,,56 p,27 cm,14000,구매
540,LHCGSL00540,할머니의 좋은 점,김경희 지음,,,김14ㅎ,,818,,,9791160803983,,휴머니스트,2020,,208 p,21 cm,13000,구매
541,LHCGSL00541,햄릿,윌리엄 셰익스피어 지음,,,세14ㅁ,,808,3,,9788937460036,,민음사,2011,,222 p,23 cm,7000,구매
542,LHCGSL00542,햇빛은 찬란하고 인생은 귀하니까요,장명숙 지음,,,장34ㅎ,,818,,,9788934985051,,김영사,2021,,314 p,21 cm,14800,구매
543,LHCGSL00543,허클베리 핀의 모험,마크 트웨인 지음,,,세14ㅁ,,808,6,,9788937460067,,민음사,2010,,614 p,23 cm,13000,구매
544,LHCGSL00544,호밀밭의 파수꾼,J. D. 샐린저 지음,,,세14ㅁ,,808,47,,9788937460470,,민음사,2015,,279 p,23 cm,10000,구매
545,LHCGSL00545,호호호,윤가은 지음,,,윤12ㅎ,,818,,,9788960907249,,마음산책,2022,,203 p,19 cm,13500,구매
546,LHCGSL00546,혼 창 통,이지훈 지음,,,이78ㅎ,,325.211,,,9788992647861,,쌤앤파커스,2011,,299 p,23 cm,14000,구매
547,LHCGSL00547,훌훌,문경민 지음,,,문14ㅎ,,813.7,,,9788954685030,,문학동네,2022,,256 p,21 cm,12500,구매
548,LHCGSL00548,흙이 꾸는 꿈,황율 글·그림,,,황66ㅎ,아,472,,,9791197772504,,파란의자,2022,,[48] p,21x24 cm,15000,구매
549,LHCGSL00549,말테의 수기,라이너 마리아 릴케 지음,,,세14ㅁ,,808,42,,9788937425370,,민음사,2011,,310 p,23 cm,11000,구매
550,LHCGSL00550,고도를 기다리며,사뮈엘 베케트 지음,,,세14ㅁ,,808,43,,9788937460432,,민음사,2010,,175 p,23 cm,9000,구매
551,LHCGSL00551,데미안,헤르만 헤세 지음,,,세14ㅁ,,808,44,,9788937460449,,민음사,2000,,239 p,23 cm,8000,구매
552,LHCGSL00552,젊은 예술가의 초상,제임스 조이스 지음,,,세14ㅁ,,808,45,,9788937460456,,민음사,2010,,403 p,23 cm,14000,구매
553,LHCGSL00553,카탈로니아 찬가,조지 오웰 지음,,,세14ㅁ,,808,46,,9788937460463,,민음사,2019,,309 p,23 cm,10000,구매
554,LHCGSL00554,"콜드 리딩  = ,Cold reading  : 전세게 1%만이 사용해온 설득의 기술","이시이 히로유키 지음,김윤희 옮김",,,이58ㅋ,,802.54,,,9788901152202,,웅진씽크빅,2034,파주:,263 p.:,22 cm,\17000,구매
555,LHCGSL00555,파르마의 수도원.1,스탕달 지음,,,세14ㅁ,,808,48,,9788937460487,,민음사,2018,,379 p,23 cm,12000,구매
556,LHCGSL00556,파르마의 수도원.2,스탕달 지음,,,세14ㅁ,,808,49,,9788937460494,,민음사,2018,,387 p,23 cm,15000,구매
557,LHCGSL00557,수레바퀴 아래서,헤르만 헤세 지음,,,세14ㅁ,,808,50,,9788937460500,,민음사,2013,,278 p,23 cm,8000,구매
558,LHCGSL00558,내 이름은 빨강.1,오르한 파묵 지음,,,세14ㅁ,,808,51,,9788937479793,,민음사,2019,,392 p,23 cm,13000,구매
559,LHCGSL00559,내 이름은 빨강.2,오르한 파묵 지음,,,세14ㅁ,,808,52,,9788937479809,,민음사,2019,,388 p,23 cm,13000,구매
560,LHCGSL00560,오셀로,윌리엄 셰익스피어 지음,,,세14ㅁ,,808,53,,9788937460531,,민음사,2011,,243 p,23 cm,7500,구매
561,LHCGSL00561,조서,르 클레지오 지음,,,세14ㅁ,,808,54,,9788937460548,,민음사,2001,,353 p,23 cm,13000,구매
562,LHCGSL00562,모래의 여자,아베 코보 지음,,,세14ㅁ,,808,55,,9788937460555,,민음사,2011,,241 p,23 cm,10000,구매
563,LHCGSL00563,부덴브로크 가의 사람들.1,토마스 만 지음,,,세14ㅁ,,808,56,,9788937460562,,민음사,2019,,521 p,23 cm,15000,구매
564,LHCGSL00564,부덴브로크 가의 사람들.2,토마스 만 지음,,,세14ㅁ,,808,57,,9788937460579,,민음사,2018,,516 p,23 cm,15000,구매
565,LHCGSL00565,싯다르타,헤르만 헤세 지음,,,세14ㅁ,,808,58,,9788937460586,,민음사,2013,,240 p,23 cm,8000,구매
566,LHCGSL00566,아들과 연인.1,데이비드 허버트 로렌스 지음,,,세14ㅁ,,808,59,,9788937460593,,민음사,2011,,474 p,23 cm,10000,구매
567,LHCGSL00567,아들과 연인.2,데이비드 허버트 로렌스 지음,,,세14ㅁ,,808,60,,9788937460609,,민음사,2019,,414 p,23 cm,10000,구매
568,LHCGSL00568,설국,가와바타 야스나리 지음,,,세14ㅁ,,808,61,,9788937460616,,민음사,2011,,163 p,23 cm,8000,구매
569,LHCGSL00569,벨킨 이야기·스페이드 여왕,알렉산드르 세르게예비치 푸슈킨 지음,,,세14ㅁ,,808,62,,9788937460623,,민음사,2002,,191 p,23 cm,9000,구매
570,LHCGSL00570,넙치.1,귄터 그라스 지음,,,세14ㅁ,,808,63,,9788937460630,,민음사,2019,,516 p,23 cm,16000,구매
571,LHCGSL00571,넙치.2,권터 그라스 지음,,,세14ㅁ,,808,64,,9788937460647,,민음사,2018,,486 p,23 cm,15000,구매
572,LHCGSL00572,소망 없는 불행,페터 한트케 지음,,,세14ㅁ,,808,65,,9788937460654,,민음사,2011,,190 p,23 cm,10000,구매
573,LHCGSL00573,나르치스와 골드문트,헤르만 헤세 지음,,,세14ㅁ,,808,66,,9788937460661,,민음사,2013,,494 p,23 cm,12000,구매
574,LHCGSL00574,황야의 이리,헤르만 헤세 지음,,,세14ㅁ,,808,67,,9788937460678,,민음사,2019,,332 p,23 cm,11000,구매
575,LHCGSL00575,페테르부르크 이야기,고골 지음,,,세14ㅁ,,808,68,,9788937460685,,민음사,2010,,324 p,23 cm,11000,구매
576,LHCGSL00576,밤으로의 긴 여로,유진 오닐 지음,,,세14ㅁ,,808,69,,9788937460692,,민음사,2010,,235 p,23 cm,9000,구매
577,LHCGSL00577,체호프 단편선,안톤 체호프 지음,,,세14ㅁ,,808,70,,9788937460708,,민음사,2011,,205 p,23 cm,7000,구매
578,LHCGSL00578,버스 정류장,가오싱젠 지음,,,세14ㅁ,,808,71,,9788937460715,,민음사,2002,,240 p,23 cm,11000,구매
579,LHCGSL00579,구운몽,김만중 [지음],,,세14ㅁ,,808,72,,9788937460722,,민음사,2011,,254 p,23 cm,8000,구매
580,LHCGSL00580,대머리 여가수,외젠 이오네스코 지음,,,세14ㅁ,,808,73,,9788937460739,,민음사,2010,,197 p,23 cm,11000,구매
581,LHCGSL00581,이솝 우화집,이솝 지음,,,세14ㅁ,,808,74,,9788937460746,,민음사,2011,,246 p,23 cm,8000,구매
582,LHCGSL00582,위대한 개츠비,F. 스콧 피츠제럴드 지음,,,세14ㅁ,,808,75,,9788937460753,,민음사,2011,,281 p,23 cm,9000,구매
583,LHCGSL00583,푸른 꽃,노발리스 지음,,,세14ㅁ,,808,76,,9788937460760,,민음사,2019,,280 p,23 cm,10000,구매
584,LHCGSL00584,1984,조지 오웰 지음,,,세14ㅁ,,808,77,,9788937460777,,민음사,2011,,444 p,23 cm,11000,구매
585,LHCGSL00585,영혼의 집.1,이사벨 아옌데 지음,,,세14ㅁ,,808,78,,9788937460784,,민음사,2018,,423 p,23 cm,12000,구매
586,LHCGSL00586,영혼의 집.2,이사벨 아옌데 지음,,,세14ㅁ,,808,79,,9788937460791,,민음사,2018,,338 p,23 cm,12000,구매
587,LHCGSL00587,첫사랑,이반 투르게네프 지음,,,세14ㅁ,,808,80,,9788937460807,,민음사,2011,,471 p,23 cm,12000,구매
588,LHCGSL00588,내가 죽어 누워 있을때,윌리엄 포크너 지음,,,세14ㅁ,,808,81,,9788937460814,,민음사,2019,,311 p,23 cm,11000,구매
589,LHCGSL00589,런던 스케치,도리스 레싱 지음,,,세14ㅁ,,808,82,,9788937460821,,민음사,2018,,306 p,23 cm,10000,구매
590,LHCGSL00590,팡세,파스칼 지음,,,세14ㅁ,,808,83,,9788937460838,,민음사,2011,,572 p,23 cm,13000,구매
591,LHCGSL00591,질투,알랭 로브그리예 지음,,,세14ㅁ,,808,84,,9788937460845,,민음사,2011,,167 p,23 cm,10000,구매
592,LHCGSL00592,채털리 부인의 연인.1,D. H. 로렌스 지음,,,세14ㅁ,,808,85,,9788937460852,,민음사,2010,,366 p,23 cm,8500,구매
593,LHCGSL00593,채털리 부인의 연인.2,D. H. 로렌스 지음,,,세14ㅁ,,808,86,,9788937460869,,민음사,2010,,351 p,23 cm,8500,구매
594,LHCGSL00594,그 후,나쓰메 소세키 지음,,,세14ㅁ,,808,87,,9788937460876,,민음사,2018,,372 p,23 cm,11000,구매
595,LHCGSL00595,오만과 편견,제인 오스틴 지음,,,세14ㅁ,,808,88,,9788937460883,,민음사,2011,,559 p,23 cm,13000,구매
596,LHCGSL00596,부활.1,레프 톨스토이 지음,,,세14ㅁ,,808,89,,9788937443664,,민음사,2019,,484 p,23 cm,12000,구매
597,LHCGSL00597,부활.2,레프 톨스토이 지음,,,세14ㅁ,,808,90,,9788937443671,,민음사,2019,,512 p,23 cm,13000,구매
598,LHCGSL00598,"방드르디, 태평양의 끝",미셸 투르니에 지음,,,세14ㅁ,,808,91,,9788937460913,,민음사,2010,,390 p,23 cm,13000,구매
599,LHCGSL00599,미겔 스트리트,V. S. 나이폴 지음,,,세14ㅁ,,808,92,,9788937460920,,민음사,2010,,317 p,23 cm,9000,구매
600,LHCGSL00600,뻬드로 빠라모,후안 룰포 지음,,,세14ㅁ,,808,93,,9788937460937,,민음사,2010,,199 p,23 cm,9000,구매
601,LHCGSL00601,차라투스트라는 이렇게 말했다,프리드리히 니체 지음,,,세14ㅁ,,808,94,,9788937460944,,민음사,2010,,588 p,23 cm,13000,구매
602,LHCGSL00602,적과 흑.1,스탕달 지음,,,세14ㅁ,,808,95,,9788937460951,,민음사,2011,,440 p,23 cm,10500,구매
603,LHCGSL00603,적과 흑.2,스탕달 지음,,,세14ㅁ,,808,96,,9788937460968,,민음사,2011,,461 p,23 cm,10500,구매
604,LHCGSL00604,콜레라 시대의 사랑.1,가르시아 마르케스 지음,,,세14ㅁ,,808,97,,9788937460975,,민음사,2011,,286 p,23 cm,12000,구매
605,LHCGSL00605,콜레라 시대의 사랑.2,가르시아 마르케스 지음,,,세14ㅁ,,808,98,,9788937460982,,민음사,2010,,360 p,23 cm,12000,구매
606,LHCGSL00606,맥베스,윌리엄 셰익스피어 지음,,,세14ㅁ,,808,99,,9788937460999,,민음사,2011,,151 p,23 cm,7000,구매
607,LHCGSL00607,춘향전,송성욱 풀어 옮김,,,세14ㅁ,,808,100,,9788937461002,,민음사,2011,,342 p,23 cm,11000,구매
608,LHCGSL00608,페르디두르케,비톨트 곰브로비치 지음,,,세14ㅁ,,808,101,,9788937461019,,민음사,2010,,464 p,23 cm,11000,구매
609,LHCGSL00609,포르노그라피아,비톨트 곰브로비치 지음,,,세14ㅁ,,808,102,,9788937461026,,민음사,2010,,310 p,23 cm,9000,구매
610,LHCGSL00610,인간실격,다자이 오사무 지음,,,세14ㅁ,,808,103,,9788937461033,,민음사,2004,,191 p,23 cm,9000,구매
611,LHCGSL00611,네루다의 우편배달부,안토니오 스카르메타 지음,,,세14ㅁ,,808,104,,9788937461040,,민음사,2011,,184 p,23 cm,8000,구매
612,LHCGSL00612,이탈리아 기행.1,요한 볼프강 폰 괴테 지음,,,세14ㅁ,,808,105,,9788937461057,,민음사,2009,,447 p,23 cm,12000,구매
613,LHCGSL00613,이탈리아 기행.2,요한 볼프강 폰 괴테 지음,,,세14ㅁ,,808,106,,9788937461064,,민음사,2009,,445 p,23 cm,12000,구매
614,LHCGSL00614,나무 위의 남작,이탈로 칼비노 지음,,,세14ㅁ,,808,107,,9788937461071,,민음사,2010,,394 p,23 cm,12000,구매
615,LHCGSL00615,달콤 쌉싸름한 초콜릿,라우라 에스키벨 지음,,,세14ㅁ,,808,108,,9788937461088,,민음사,2009,,268 p,23 cm,10000,구매
616,LHCGSL00616,제인 에어.1,샬럿 브론테 지음,,,세14ㅁ,,808,109,,9788937461095,,민음사,2010,,447 p,23 cm,12000,구매
617,LHCGSL00617,제인 에어.2,샬롯 브론테 지음,,,세14ㅁ,,808,110,,9788937461101,,민음사,2010,,437 p,23 cm,12000,구매
618,LHCGSL00618,크눌프,헤르만 헤세 지음,,,세14ㅁ,,808,111,,9788937461118,,민음사,2012,,148 p,23 cm,9000,구매
619,LHCGSL00619,시계태엽 오렌지,앤서니 버지스 지음,,,세14ㅁ,,808,112,,9788937461125,,민음사,2009,,232 p,23 cm,14000,구매
620,LHCGSL00620,파리의 노트르담.1,빅토르 위고 지음,,,세14ㅁ,,808,113,,9788937461132,,민음사,2009,,436 p,23 cm,14000,구매
621,LHCGSL00621,파리의 노트르담.2,빅토르 위고 지음,,,세14ㅁ,,808,114,,9788937461149,,민음사,2009,,508 p,23 cm,10000,구매
622,LHCGSL00622,새로운 인생,단테 알리기에리 지음,,,세14ㅁ,,808,115,,9788937461156,,민음사,2009,,222 p,23 cm,8500,구매
623,LHCGSL00623,로드 짐.1,조셉 콘래드 지음,,,세14ㅁ,,808,116,,9788937461163,,민음사,2018,,328 p,23 cm,11000,구매
624,LHCGSL00624,로드 짐.2,조셉 콘래드 지음,,,세14ㅁ,,808,117,,9788937461170,,민음사,2018,,323 p,23 cm,11000,구매
625,LHCGSL00625,폭풍의 언덕,에밀리 브론테 지음,,,세14ㅁ,,808,118,,9788937461187,,민음사,2010,,572 p,23 cm,13000,구매
626,LHCGSL00626,텔크테에서의 만남,귄터 그라스 지음,,,세14ㅁ,,808,119,,9788937461194,,민음사,2018,,272 p,23 cm,10000,구매
627,LHCGSL00627,검찰관,니꼴라이 고골 지음,,,세14ㅁ,,808,120,,9788937461200,,민음사,2010,,231 p,23 cm,9000,구매
628,LHCGSL00628,혼불.1,최명희 [지음],,,최34ㅎ,,813.6,1,,9788993607017,,매안,2009,,295 p,21 cm,11000,구매
629,LHCGSL00629,혼불.2,최명희 [지음],,,최34ㅎ,,813.6,2,,9788993607024,,매안,2009,,316 p,21 cm,11000,구매
630,LHCGSL00630,혼불.3,최명희 [지음],,,최34ㅎ,,813.6,3,,9788993607031,,매안,2009,,305 p,21 cm,11000,구매
631,LHCGSL00631,혼불.4,최명희 [지음],,,최34ㅎ,,813.6,4,,9788993607048,,매안,2009,,294 p,21 cm,11000,구매
632,LHCGSL00632,혼불.5,최명희 [지음],,,최34ㅎ,,813.6,5,,9788993607055,,매안,2009,,333 p,21 cm,11000,구매
633,LHCGSL00633,혼불.6,최명희 [지음],,,최34ㅎ,,813.6,6,,9788993607062,,매안,2009,,326 p,21 cm,11000,구매
634,LHCGSL00634,혼불.7,최명희 [지음],,,최34ㅎ,,813.6,7,,9788993607079,,매안,2009,,305 p,21 cm,11000,구매
635,LHCGSL00635,혼불.8,최명희 [지음],,,최34ㅎ,,813.6,8,,9788993607086,,매안,2009,,315 p,21 cm,11000,구매
636,LHCGSL00636,혼불.9,최명희 [지음],,,최34ㅎ,,813.6,9,,9788993607093,,매안,2009,,302 p,21 cm,11000,구매
637,LHCGSL00637,혼불.10,최명희 [지음],,,최34ㅎ,,813.6,10,,9788993607109,,매안,2009,,324 p,21 cm,11000,구매
638,LHCGSL00638,그럴 수 있어  : 양희은 에세이,양희은,,,양97ㄱ,,818,,,9788901273563,,웅진지식하우스 :웅진씽크빅,2023,파주:,242 p.:,22 cm,\16800,구매
639,LHCGSL00639,기분의 디자인  : 자기만의 감각으로 삶을 이끄는 기술,"아키타 미치오 지음,최지현 옮김",,,아878ㄱ,,199.1,,,9788901275260,,웅진지식하우스 :웅진씽크빅,2023,파주:,247 p.:,19 cm,\17000,구매
640,LHCGSL00640,작고 똑똑한 심리책  : 더 현명한 하루를 위한 100가지 심리 법칙,"야나 니키틴,마리 헤네케,미리엄 데핑,알렉산드라 프로인트,베로니카 요브,올리버 카프탄,미하엘라 크네히트,카트린 크라우제,로베르토 라 마르카,마이다 무스타픽,제시카 오슈발트,요하네스 리터,크리스티나 뢰케,요수아 슈마이츠키,시모네 쇼흐,크리스티네 자이거,마르틴 토마시크,다비드 바이스,옮긴이: 한윤진",,,야192ㅈ,,180,,,9788901262659,,웅진지식하우스 :웅진씽크빅,2022,파주:,351 p.:,19 cm,\15500,구매
641,LHCGSL00641,저는 살짝 비켜 가겠습니다  : 세상의 기대를 가볍게 무시하고 나만의 속도로 걷기,"아타소 지음,김진환 옮김",,,아882ㅈ,,838,,,9788901233901,,웅진지식하우스 :웅진씽크빅,2019,파주:,193 p.:,19 cm,\14000,구매
642,LHCGSL00642,"글로벌 음식문화  = ,Global food culture","정난희,김수경,전은례 공저",,,정192ㄱ,,381.75,,,9788968499593,,전남대학교출판문화원,2023,광주:,241 p.:,25 cm,\20000,구매
643,LHCGSL00643,동양의 근대적 통치성,"이동수,김영수,김충열,김태진,유불란,김현주,한규선,김정부,이동수 편",,,이25ㄷ,,340.91,,,9788974184285,,인간사랑,2022,고양:,429 p.:,23 cm,\29000,구매
644,LHCGSL00644,좌충우돌 김주임의 전·월셋집 안전하게 구하기!,최순영 지음,,,최56ㅈ,,321.329,,,9791196821418,,메이킹북스,2019,서울:,133 p.:,21 cm,\13000,구매
645,LHCGSL00645,우스꽝 나라의 원숭이 시민들 : 더불어 사는 삶을 알려주는 시민 의식 이야기,"실비 지라르데 글,푸이그 로사도 그림,이효숙 옮김",,,실48ㅇ,,863,,,9788992161923,,초록개구리,2017,서울:,68 p.:,21 cm,\9000,구매
646,LHCGSL00646,빨강모자와 이빨 썩은 늑대 :  스스로 건강을 돌보는 위생과 안전 이야기,"실비 지라르데 글,푸이그 로사도 그림,이효숙 옮김",,,따295,,863.8,,,9788992161985,,초록개구리,2016,서울:,76p.:,21cm,\9000,구매
647,LHCGSL00647,박사 쥐의 마법 상자 : 건강한 네티즌으로 이끄는 인터넷 예절 이야기,"실비 지라르데 글,푸이그 로사도 그림,이효숙 옮김",,,실48ㅂ,,308,,,9788992161961,,초록개구리,2016,서울:,79 p.:,21 cm,\9000,구매
648,LHCGSL00648,볕뉘의 시간을 너에게,"마르틴 스마타나, 정회성",,,마297ㅂ,,892.97,,,9788901263502,,웅진주니어 :웅진씽크빅,2022,파주:,105 p.:,21 x 21 cm,\15000,구매
649,LHCGSL00649,달콤쌉싸름한 첫사랑,"엘렌 위트링거 지음,김율희 옮김",,,엘294ㄷ,,808.3,,,9788961702751,,보물창고:푸른책들,2013,서울:,262 p.:,20 cm,\12000,구매
650,LHCGSL00650,여자는 왜 완벽하려고 애쓸까  : 완벽의 덫에 걸린 여성들을 위한 용기 수업,"레시마 소자니 지음,이미정 옮김",,,레58ㅇ,,337.1,,,9788901230535,,웅진지식하우스 :웅진씽크빅,2019,파주:,255 p.:,20 cm,\15000,구매
